opcode,lcs_source_command,vcs_target,vcs_target_function,vcs_descriptor,vcs_local_offset,vcs_selector,status
1392,COMMAND_WAS_CUTSCENE_SKIPPED,,,,,,LCS_SOURCE_ONLY
1393,COMMAND_SET_CHAR_CROUCH_WHEN_THREATENED,,,,,,LCS_SOURCE_ONLY
1394,COMMAND_IS_CHAR_IN_ANY_POLICE_VEHICLE,,,,,,LCS_SOURCE_ONLY
1395,COMMAND_DOES_CHAR_EXIST,,,,,,LCS_SOURCE_ONLY
1396,COMMAND_DOES_VEHICLE_EXIST,,,,,,LCS_SOURCE_ONLY
1397,COMMAND_ADD_SHORT_RANGE_BLIP_FOR_CONTACT_POINT,,,,,,LCS_SOURCE_ONLY
1398,COMMAND_ADD_SHORT_RANGE_SPRITE_BLIP_FOR_CONTACT_POINT,,,,,,LCS_SOURCE_ONLY
1399,COMMAND_IS_CHAR_STUCK,,,,,,LCS_SOURCE_ONLY
1400,COMMAND_SET_ALL_TAXIS_HAVE_NITRO,,,,,,LCS_SOURCE_ONLY
1401,COMMAND_SET_CHAR_STOP_SHOOT_DONT_SEEK_ENTITY,,,,,,LCS_SOURCE_ONLY
1402,COMMAND_FREEZE_CAR_POSITION_AND_DONT_LOAD_COLLISION,,,,,,LCS_SOURCE_ONLY
1403,COMMAND_FREEZE_CHAR_POSITION_AND_DONT_LOAD_COLLISION,,,,,,LCS_SOURCE_ONLY
1404,COMMAND_FREEZE_OBJECT_POSITION_AND_DONT_LOAD_COLLISION,,,,,,LCS_SOURCE_ONLY
1405,COMMAND_SET_FADE_AND_JUMPCUT_AFTER_RC_EXPLOSION,,,,,,LCS_SOURCE_ONLY
1406,COMMAND_REGISTER_VIGILANTE_LEVEL,,,,,,LCS_SOURCE_ONLY
1407,COMMAND_CLEAR_ALL_CHAR_ANIMS,,,,,,LCS_SOURCE_ONLY
1408,COMMAND_SET_MAXIMUM_NUMBER_OF_CARS_IN_GARAGE,,,,,,LCS_SOURCE_ONLY
1409,COMMAND_WANTED_STARS_ARE_FLASHING,,,,,,LCS_SOURCE_ONLY
1410,COMMAND_SET_ALLOW_HURRICANES,,,,,,LCS_SOURCE_ONLY
1411,COMMAND_PLAY_ANNOUNCEMENT,,,,,,LCS_SOURCE_ONLY
1412,COMMAND_SET_PLAYER_IS_IN_STADIUM,,,,,,LCS_SOURCE_ONLY
1413,COMMAND_GET_BUS_FARES_COLLECTED_BY_PLAYER,,,,,,LCS_SOURCE_ONLY
1414,COMMAND_SET_CHAR_OBJ_BUY_ICE_CREAM,,,,,,LCS_SOURCE_ONLY
1415,COMMAND_DISPLAY_RADAR,,,,,,LCS_SOURCE_ONLY
1416,COMMAND_REGISTER_BEST_POSITION,,,,,,LCS_SOURCE_ONLY
1417,COMMAND_IS_PLAYER_IN_INFO_ZONE,,,,,,LCS_SOURCE_ONLY
1418,COMMAND_CLEAR_CHAR_ICE_CREAM_PURCHASE,,,,,,LCS_SOURCE_ONLY
1419,COMMAND_IS_IN_CAR_FIRE_BUTTON_PRESSED,,,,,,LCS_SOURCE_ONLY
1420,COMMAND_HAS_CHAR_ATTEMPTED_ATTRACTOR,,,,,,LCS_SOURCE_ONLY
1421,COMMAND_SET_LOAD_COLLISION_FOR_CAR_FLAG,,,,,,LCS_SOURCE_ONLY
1422,COMMAND_SET_LOAD_COLLISION_FOR_CHAR_FLAG,,,,,,LCS_SOURCE_ONLY
1423,COMMAND_SET_LOAD_COLLISION_FOR_OBJECT_FLAG,,,,,,LCS_SOURCE_ONLY
1424,COMMAND_ADD_BIG_GUN_FLASH,,,,,,LCS_SOURCE_ONLY
1425,COMMAND_HAS_CHAR_BOUGHT_ICE_CREAM,,,,,,LCS_SOURCE_ONLY
1426,COMMAND_GET_PROGRESS_PERCENTAGE,,,,,,LCS_SOURCE_ONLY
1427,COMMAND_SET_SHORTCUT_PICKUP_POINT,,,,,,LCS_SOURCE_ONLY
1428,COMMAND_SET_SHORTCUT_DROPOFF_POINT_FOR_MISSION,,,,,,LCS_SOURCE_ONLY
1429,COMMAND_GET_RANDOM_ICE_CREAM_CUSTOMER_IN_AREA,,,,,,LCS_SOURCE_ONLY
1430,COMMAND_GET_RANDOM_ICE_CREAM_CUSTOMER_IN_ZONE,,,,,,LCS_SOURCE_ONLY
1431,COMMAND_UNLOCK_ALL_CAR_DOORS_IN_AREA,,,,,,LCS_SOURCE_ONLY
1432,COMMAND_SET_GANG_ATTACK_PLAYER_WITH_COPS,,,,,,LCS_SOURCE_ONLY
1433,COMMAND_SET_CHAR_FRIGHTENED_IN_JACKED_CAR,,,,,,LCS_SOURCE_ONLY
1434,COMMAND_SET_VEHICLE_TO_FADE_IN,,,,,,LCS_SOURCE_ONLY
1435,COMMAND_REGISTER_ODDJOB_MISSION_PASSED,,,,,,LCS_SOURCE_ONLY
1436,COMMAND_IS_PLAYER_IN_SHORTCUT_TAXI,,,,,,LCS_SOURCE_ONLY
1437,COMMAND_IS_CHAR_DUCKING,,,,,,LCS_SOURCE_ONLY
1438,COMMAND_CREATE_DUST_EFFECT_FOR_CUTSCENE_HELI,,,,,,LCS_SOURCE_ONLY
1439,COMMAND_REGISTER_FIRE_LEVEL,,,,,,LCS_SOURCE_ONLY
1440,COMMAND_IS_AUSTRALIAN_GAME,,,,,,LCS_SOURCE_ONLY
1441,COMMAND_DISARM_CAR_BOMB,,,,,,LCS_SOURCE_ONLY
1442,COMMAND_IS_JAPANESE_GAME,,,,,,LCS_SOURCE_ONLY
1443,COMMAND_1442,,,,,,LCS_SOURCE_ONLY
1444,COMMAND_1443,,,,,,LCS_SOURCE_ONLY
1445,COMMAND_GET_DISTANCE_BETWEEN_2D_POINTS,,,,,,LCS_SOURCE_ONLY
1446,COMMAND_GET_DISTANCE_BETWEEN_3D_POINTS,,,,,,LCS_SOURCE_ONLY
1447,COMMAND_DOT_PRODUCT_2D,,,,,,LCS_SOURCE_ONLY
1448,COMMAND_DOT_PRODUCT_3D,,,,,,LCS_SOURCE_ONLY
1449,COMMAND_DEBUG_PRINT_WITH_1_FLOAT,,,,,,LCS_SOURCE_ONLY
1450,COMMAND_DEBUG_PRINT_WITH_2_FLOATS,,,,,,LCS_SOURCE_ONLY
1451,COMMAND_DEBUG_PRINT_WITH_3_FLOATS,,,,,,LCS_SOURCE_ONLY
1452,COMMAND_GET_PAD_BUTTON_STATE,,,,,,LCS_SOURCE_ONLY
1453,COMMAND_SET_NAVIGATION_ARROW,,,,,,LCS_SOURCE_ONLY
1454,COMMAND_CLEAR_NAVIGATION_ARROW,,,,,,LCS_SOURCE_ONLY
1455,COMMAND_CALL,,,,,,LCS_SOURCE_ONLY
1456,COMMAND_CALLNOT,,,,,,LCS_SOURCE_ONLY
1457,COMMAND_IS_CAR_AUTOMOBILE,,,,,,LCS_SOURCE_ONLY
1458,COMMAND_IS_CAR_BIKE,,,,,,LCS_SOURCE_ONLY
1459,COMMAND_IS_CAR_PLANE,,,,,,LCS_SOURCE_ONLY
1460,COMMAND_IS_CAR_HELI,,,,,,LCS_SOURCE_ONLY
1461,COMMAND_1460,,,,,,LCS_SOURCE_ONLY
1462,COMMAND_1461,,,,,,LCS_SOURCE_ONLY
1463,COMMAND_1462,,,,,,LCS_SOURCE_ONLY
1464,COMMAND_1463,,,,,,LCS_SOURCE_ONLY
1465,COMMAND_1464,,,,,,LCS_SOURCE_ONLY
1466,COMMAND_1465,,,,,,LCS_SOURCE_ONLY
1467,COMMAND_1466,,,,,,LCS_SOURCE_ONLY
1468,COMMAND_1467,,,,,,LCS_SOURCE_ONLY
1469,COMMAND_1468,,,,,,LCS_SOURCE_ONLY
1470,COMMAND_1469,,,,,,LCS_SOURCE_ONLY
1471,COMMAND_1470,,,,,,LCS_SOURCE_ONLY
1472,COMMAND_1471,,,,,,LCS_SOURCE_ONLY
1473,COMMAND_1472,,,,,,LCS_SOURCE_ONLY
1474,COMMAND_1473,,,,,,LCS_SOURCE_ONLY
1475,COMMAND_1474,,,,,,LCS_SOURCE_ONLY
1476,COMMAND_1475,,,,,,LCS_SOURCE_ONLY
1477,COMMAND_1476,,,,,,LCS_SOURCE_ONLY
1478,COMMAND_RETURN_IF_TRUE,,,,,,LCS_SOURCE_ONLY
1479,COMMAND_RETURN_TRUE_IF_TRUE,,,,,,LCS_SOURCE_ONLY
1480,COMMAND_SET_CHAR_ONLY_ALLOWED_TO_SIT_BEHIND,,,,,,LCS_SOURCE_ONLY
1481,COMMAND_SET_RC_HELI_HEIGHT_LIMIT,,,,,,LCS_SOURCE_ONLY
1482,COMMAND_CREATE_SCRIPT_CORONA,,,,,,LCS_SOURCE_ONLY
1483,COMMAND_REMOVE_SCRIPT_CORONA,,,,,,LCS_SOURCE_ONLY
1484,COMMAND_IS_BOAT_IN_WATER,,,,,,LCS_SOURCE_ONLY
1485,COMMAND_IS_CAR_DRIVER_BEING_JACKED,,,,,,LCS_SOURCE_ONLY
1486,COMMAND_SET_CHAR_ONLY_ALLOWED_TO_SIT_IN_FRONT,,,,,,LCS_SOURCE_ONLY
1487,COMMAND_SET_CAR_TILTED_BY_CHAR,,,,,,LCS_SOURCE_ONLY
1488,COMMAND_GET_WEAPON_TYPE_FOR_PICKUP_IN_AREA,,,,,,LCS_SOURCE_ONLY
1489,COMMAND_IS_PLAYER_USING_FIRST_PERSON_WEAPON_CAMERA,,,,,,LCS_SOURCE_ONLY
1490,COMMAND_1489,,,,,,LCS_SOURCE_ONLY
1491,COMMAND_1490,,,,,,LCS_SOURCE_ONLY
1492,COMMAND_1491,,,,,,LCS_SOURCE_ONLY
1493,COMMAND_SET_DEBUG_MENU_ACTIVE,,,,,,LCS_SOURCE_ONLY
1494,COMMAND_SET_DRAW_HUD,,,,,,LCS_SOURCE_ONLY
1495,COMMAND_GET_RANDOM_CHAR_IN_AREA_NO_CHECKS,,,,,,LCS_SOURCE_ONLY
1496,COMMAND_GET_RANDOM_CAR_IN_AREA_NO_CHECKS_NO_SAVE,,,,,,LCS_SOURCE_ONLY
1497,COMMAND_STORE_CAR_COLLIDED_WITH_NO_SAVE,,,,,,LCS_SOURCE_ONLY
1498,COMMAND_DISABLE_FERRY_PATH,,,,,,LCS_SOURCE_ONLY
1499,COMMAND_ENABLE_FERRY_PATH,,,,,,LCS_SOURCE_ONLY
1500,COMMAND_GET_CLOSEST_DOCKED_FERRY,,,,,,LCS_SOURCE_ONLY
1501,COMMAND_OPEN_FERRY_DOOR,,,,,,LCS_SOURCE_ONLY
1502,COMMAND_CLOSE_FERRY_DOOR,,,,,,LCS_SOURCE_ONLY
1503,COMMAND_IS_FERRY_DOOR_OPEN,,,,,,LCS_SOURCE_ONLY
1504,COMMAND_IS_FERRY_DOOR_CLOSED,,,,,,LCS_SOURCE_ONLY
1505,COMMAND_SKIP_FERRY_TO_NEXT_DOCK,,,,,,LCS_SOURCE_ONLY
1506,COMMAND_SET_CHAR_DROPS_WEAPONS_ON_DEATH,,,,,,LCS_SOURCE_ONLY
1507,COMMAND_IS_CHAR_CROUCHING,,,,,,LCS_SOURCE_ONLY
1508,COMMAND_GET_FERRY_BOARDING_SPACE,,,,,,LCS_SOURCE_ONLY
1509,COMMAND_GET_FERRY_HEADING,,,,,,LCS_SOURCE_ONLY
1510,COMMAND_SET_FERRIES_DISABLED,,,,,,LCS_SOURCE_ONLY
1511,COMMAND_COMPLETE_FERRY_DOOR_MOVEMENT,,,,,,LCS_SOURCE_ONLY
1512,COMMAND_OVERRIDE_CAR_REMOTE_CONTROL,,,,,,LCS_SOURCE_ONLY
1513,COMMAND_CANCEL_REMOTE_MODE,,,,,,LCS_SOURCE_ONLY
1514,COMMAND_REGISTER_CAR_SOLD,,,,,,LCS_SOURCE_ONLY
1515,COMMAND_ADD_MONEY_MADE_WITH_CAR_SALES,,,,,,LCS_SOURCE_ONLY
1516,COMMAND_SET_BRIDGE_STATE,,,,,,LCS_SOURCE_ONLY
1517,COMMAND_SET_OBJECT_TURN_SPEED,,,,,,LCS_SOURCE_ONLY
1518,COMMAND_SET_OBJECT_MASS,,,,,,LCS_SOURCE_ONLY
1519,COMMAND_HAS_CUTSCENE_LOADED,,,,,,LCS_SOURCE_ONLY
1520,COMMAND_SET_UNIQUE_JUMPS_FOUND,,,,,,LCS_SOURCE_ONLY
1521,COMMAND_SET_HIDDEN_PACKAGES_COLLECTED,,,,,,LCS_SOURCE_ONLY
1522,COMMAND_REGISTER_BIKE_SOLD,,,,,,LCS_SOURCE_ONLY
1523,COMMAND_ADD_MONEY_MADE_WITH_BIKE_SALES,,,,,,LCS_SOURCE_ONLY
1524,COMMAND_REGISTER_PACKAGE_SMUGGLED,,,,,,LCS_SOURCE_ONLY
1525,COMMAND_REGISTER_SMUGGLER_WASTED,,,,,,LCS_SOURCE_ONLY
1526,COMMAND_REGISTER_FASTEST_SMUGGLING_TIME,,,,,,LCS_SOURCE_ONLY
1527,COMMAND_SET_CHAR_DIVE_FROM_CAR,,,,,,LCS_SOURCE_ONLY
1528,COMMAND_WRECK_CAR,,,,,,LCS_SOURCE_ONLY
1529,COMMAND_ADD_MONEY_MADE_IN_COACH,,,,,,LCS_SOURCE_ONLY
1530,COMMAND_ADD_MONEY_MADE_COLLECTING_TRASH,,,,,,LCS_SOURCE_ONLY
1531,COMMAND_REGISTER_HITMAN_KILLED,,,,,,LCS_SOURCE_ONLY
1532,COMMAND_REGISTER_GUARDIAN_ANGEL_MISSION_PASSED,,,,,,LCS_SOURCE_ONLY
1533,COMMAND_REGISTER_HIGHEST_GUARDIAN_ANGEL_JUSTICE_DISHED,,,,,,LCS_SOURCE_ONLY
1534,COMMAND_REGISTER_BEST_BANDIT_LAP_TIME,,,,,,LCS_SOURCE_ONLY
1535,COMMAND_REGISTER_BEST_BANDIT_POSITION,,,,,,LCS_SOURCE_ONLY
1536,COMMAND_REGISTER_MOST_TIME_LEFT_TRAIN_RACE,,,,,,LCS_SOURCE_ONLY
1537,COMMAND_REGISTER_HIGHEST_TRAIN_CASH_EARNED,,,,,,LCS_SOURCE_ONLY
1538,COMMAND_REGISTER_FASTEST_HELI_RACE_TIME,,,,,,LCS_SOURCE_ONLY
1539,COMMAND_REGISTER_BEST_HELI_RACE_POSITION,,,,,,LCS_SOURCE_ONLY
1540,COMMAND_REGISTER_OUTFIT_CHANGE,,,,,,LCS_SOURCE_ONLY
1541,COMMAND_REGISTER_STREET_RACE_FASTEST_TIME,,,,,,LCS_SOURCE_ONLY
1542,COMMAND_REGISTER_STREET_RACE_FASTEST_LAP,,,,,,LCS_SOURCE_ONLY
1543,COMMAND_REGISTER_STREET_RACE_BEST_POSITION,,,,,,LCS_SOURCE_ONLY
1544,COMMAND_HAS_OBJECT_BEEN_DAMAGED_BY_WEAPON,,,,,,LCS_SOURCE_ONLY
1545,COMMAND_CLEAR_OBJECT_LAST_WEAPON_DAMAGE,,,,,,LCS_SOURCE_ONLY
1546,COMMAND_SET_CAR_TURN_SPEED,,,,,,LCS_SOURCE_ONLY
1547,COMMAND_SET_CAR_MOVE_SPEED,,,,,,LCS_SOURCE_ONLY
1548,COMMAND_SET_OBJECT_PROOFS,,,,,,LCS_SOURCE_ONLY
1549,COMMAND_GET_CAMERA_PED_ZOOM_INDICATOR,,,,,,LCS_SOURCE_ONLY
1550,COMMAND_SET_CAMERA_PED_ZOOM_INDICATOR,,,,,,LCS_SOURCE_ONLY
1551,COMMAND_GET_CAR_ORIENTATION,,,,,,LCS_SOURCE_ONLY
1552,COMMAND_SET_CAR_ORIENTATION,,,,,,LCS_SOURCE_ONLY
1553,COMMAND_IS_DEBUG_MENU_ON,,,,,,LCS_SOURCE_ONLY
1554,COMMAND_OPEN_VAN_BACK_DOORS,,,,,,LCS_SOURCE_ONLY
1555,COMMAND_GET_CHAR_THREAT_CHAR,,,,,,LCS_SOURCE_ONLY
1556,COMMAND_FREEZE_PED_ZOOM_SWITCH,,,,,,LCS_SOURCE_ONLY
1557,COMMAND_SET_OBJECT_RENDERED_DAMAGED,,,,,,LCS_SOURCE_ONLY
1558,COMMAND_GET_RANDOM_CAR_IN_AREA_NO_SAVE,,,,,,LCS_SOURCE_ONLY
1559,COMMAND_IS_PLAYER_MADE_SAFE,,,,,,LCS_SOURCE_ONLY
1560,COMMAND_PRINT_IF_FREE,,,,,,LCS_SOURCE_ONLY
1561,COMMAND_IS_E3_BUILD,,,,,,LCS_SOURCE_ONLY
1562,COMMAND_DECLARE_FORT_STAUNTON_DESTROYED_FLAG,,,,,,LCS_SOURCE_ONLY
1563,COMMAND_CLEAR_BIG_MESSAGES,,,,,,LCS_SOURCE_ONLY
1564,COMMAND_CLEAR_AREA_OF_OBJECTS,,,,,,LCS_SOURCE_ONLY
1565,COMMAND_LOAD_NON_STANDARD_PED_ANIM,,,,,,LCS_SOURCE_ONLY
1566,COMMAND_UNLOAD_NON_STANDARD_PED_ANIM,,,,,,LCS_SOURCE_ONLY
1567,COMMAND_1566,,,,,,LCS_SOURCE_ONLY
1568,COMMAND_BUILD_WORLD_GEOMETRY,,,,,,LCS_SOURCE_ONLY
1569,COMMAND_STORE_BUILDING_SWAP,,,,,,LCS_SOURCE_ONLY
1570,COMMAND_IS_MULTIPLAYER_ACTIVE,,,,,,LCS_SOURCE_ONLY
1571,COMMAND_GET_MULTIPLAYER_MODE,,,,,,LCS_SOURCE_ONLY
1572,COMMAND_MULTIPLAYER_SCRIPT_DONE,,,,,,LCS_SOURCE_ONLY
1573,COMMAND_IS_MULTIPLAYER_SERVER,,,,,,LCS_SOURCE_ONLY
1574,COMMAND_IS_MULTIPLAYER_TEAM_GAME,,,,,,LCS_SOURCE_ONLY
1575,COMMAND_GET_MULTIPLAYER_TEAM_ID,,,,,,LCS_SOURCE_ONLY
1576,COMMAND_DOES_SHORTCUT_TAXI_EXIST,,,,,,LCS_SOURCE_ONLY
1577,COMMAND_SET_ONSCREEN_TIMER_COLOUR,,,,,,LCS_SOURCE_ONLY
1578,COMMAND_SET_ONSCREEN_TIMER_BACKGROUND_COLOUR,,,,,,LCS_SOURCE_ONLY
1579,COMMAND_REMOVE_CAR_BOOT,,,,,,LCS_SOURCE_ONLY
1580,COMMAND_ADD_POINT_3D_MARKER,,,,,,LCS_SOURCE_ONLY
1581,COMMAND_GET_VECTOR_FROM_MULTIPLAYER,,,,,,LCS_SOURCE_ONLY
1582,COMMAND_PRINT_HELP_ALWAYS,,,,,,LCS_SOURCE_ONLY
1583,COMMAND_PRINT_HELP_FOREVER_ALWAYS,,,,,,LCS_SOURCE_ONLY
1584,COMMAND_SWITCH_FERRY_COLLISION,,,,,,LCS_SOURCE_ONLY
1585,COMMAND_SET_CHAR_MAX_HEALTH,,,,,,LCS_SOURCE_ONLY
1586,COMMAND_SET_CHAR_SHOOT_TIMER,,,,,,LCS_SOURCE_ONLY
1587,COMMAND_SET_CHAR_ATTACK_TIMER,,,,,,LCS_SOURCE_ONLY
1588,COMMAND_SET_HELI_ROTOR_BLADES_FULLSPEED,,,,,,LCS_SOURCE_ONLY
1589,COMMAND_SET_CRUSHER_REWARD_MULTIPLIER,,,,,,LCS_SOURCE_ONLY
1590,COMMAND_SWAP_BUILDINGS,,,,,,LCS_SOURCE_ONLY
1591,COMMAND_STREAM_BUILDING_SWAPS,,,,,,LCS_SOURCE_ONLY
1592,COMMAND_IS_WORLD_STREAMING_COMPLETE,,,,,,LCS_SOURCE_ONLY
1593,COMMAND_SWAP_TO_STREAMED_SECTOR,,,,,,LCS_SOURCE_ONLY
1594,COMMAND_SET_CHAR_ATTACKS_PLAYER_WITH_COPS,,,,,,LCS_SOURCE_ONLY
1595,COMMAND_REGISTER_FACE_PLANT_DISTANCE,,,,,,LCS_SOURCE_ONLY
1596,COMMAND_REGISTER_MAX_SECONDS_ON_CARNAGE_LEFT,,,,,,LCS_SOURCE_ONLY
1597,COMMAND_REGISTER_MAX_KILLS_ON_RC_TRIAD,,,,,,LCS_SOURCE_ONLY
1598,COMMAND_REGISTER_HIGHEST_LEVEL_SLASH_TV,,,,,,LCS_SOURCE_ONLY
1599,COMMAND_ADD_MONEY_MADE_WITH_SLASH_TV,,,,,,LCS_SOURCE_ONLY
1600,COMMAND_ADD_TOTAL_KILLS_ON_SLASH_TV,,,,,,LCS_SOURCE_ONLY
1601,COMMAND_ADD_NOODLES_DELIVERED,,,,,,LCS_SOURCE_ONLY
1602,COMMAND_REGISTER_SCRAPYARD_CHALLENGE_SCORE,,,,,,LCS_SOURCE_ONLY
1603,COMMAND_REGISTER_9MM_MAYHEM_SCORE,,,,,,LCS_SOURCE_ONLY
1604,COMMAND_REGISTER_SCOOTER_SHOOTER_SCORE,,,,,,LCS_SOURCE_ONLY
1605,COMMAND_ADD_MONEY_MADE_FROM_TOURIST,,,,,,LCS_SOURCE_ONLY
1606,COMMAND_ADD_TOURISTS_TAKEN_TO_SPOTS,,,,,,LCS_SOURCE_ONLY
1607,COMMAND_ADD_EXPORTED_CARS,,,,,,LCS_SOURCE_ONLY
1608,COMMAND_SET_TOTAL_EXPORT_CARS,,,,,,LCS_SOURCE_ONLY
1609,COMMAND_REGISTER_DIRT_BIKE_FASTEST_LAP,,,,,,LCS_SOURCE_ONLY
1610,COMMAND_REGISTER_DIRT_BIKE_FASTEST_TIME,,,,,,LCS_SOURCE_ONLY
1611,COMMAND_REGISTER_DIRT_BIKE_AIR_TIME,,,,,,LCS_SOURCE_ONLY
1612,COMMAND_ADD_ARROW_3D_MARKER,,,,,,LCS_SOURCE_ONLY
1613,COMMAND_PRINT_NOW_OVERRIDE_FADE,,,,,,LCS_SOURCE_ONLY
1614,COMMAND_GET_PICKUP_VALUE,,,,,,LCS_SOURCE_ONLY
1615,COMMAND_SET_PICKUP_VALUE,,,,,,LCS_SOURCE_ONLY
1616,COMMAND_IS_DEVELOPER,,,,,,LCS_SOURCE_ONLY
1617,COMMAND_SET_DEVELOPER_FLAG,,,,,,LCS_SOURCE_ONLY
1618,COMMAND_REGISTER_WICHITA_WIPEOUT_SCORE,,,,,,LCS_SOURCE_ONLY
1619,COMMAND_ATTACH_OBJECT_TO_CAR,,,,,,LCS_SOURCE_ONLY
1620,COMMAND_DETACH_OBJECT_FROM_CAR,,,,,,LCS_SOURCE_ONLY
1621,COMMAND_SET_PAD_STICKS_MULTIPLIER,,,,,,LCS_SOURCE_ONLY
1622,COMMAND_PRINT_SUBTITLE_NOW,,,,,,LCS_SOURCE_ONLY
1623,COMMAND_PRINT_SUBTITLE_NOW_OVERRIDE_FADE,,,,,,LCS_SOURCE_ONLY
1624,COMMAND_PRINT_SUBTITLE_NOW_NO_BRIEF,,,,,,LCS_SOURCE_ONLY
1625,COMMAND_PRINT_WITH_NUMBER_NOW_NO_BRIEF,,,,,,LCS_SOURCE_ONLY
1626,COMMAND_GET_ANGLE_BETWEEN_POINTS,,,,,,LCS_SOURCE_ONLY
1627,COMMAND_OVERRIDE_CHAR_MOVE_ANIM,,,,,,LCS_SOURCE_ONLY
1628,COMMAND_1627,,,,,,LCS_SOURCE_ONLY
1629,COMMAND_ENABLE_EMERGENCY_VEHICLES,,,,,,LCS_SOURCE_ONLY
1630,COMMAND_ADD_UNLOCKED_COSTUME,,,,,,LCS_SOURCE_ONLY
1631,COMMAND_CLEAR_MULTIPLAYER_SPLASH_SCREEN,,,,,,LCS_SOURCE_ONLY
1632,COMMAND_PRINT_WITH_2_NUMBERS_NOW_NO_BRIEF,,,,,,LCS_SOURCE_ONLY
1633,COMMAND_GET_OBJECT_ORIENTATION,,,,,,LCS_SOURCE_ONLY
1634,COMMAND_SET_OBJECT_ORIENTATION,,,,,,LCS_SOURCE_ONLY
1635,COMMAND_CHANGE_ONSCREEN_COUNTER_PREFIX,,,,,,LCS_SOURCE_ONLY
1636,COMMAND_STORE_PLAYER_OUTFIT,,,,,,LCS_SOURCE_ONLY
1637,COMMAND_DISPLAY_ONSCREEN_TIMER_WITH_NUMBER_AND_STRING,,,,,,LCS_SOURCE_ONLY
1638,COMMAND_SET_PLAYER_CURRENT_WEAPON_AMMO_IN_CLIP,,,,,,LCS_SOURCE_ONLY
1639,COMMAND_SET_CHAR_WAIT_STATE_REPEAT,,,,,,LCS_SOURCE_ONLY
1640,COMMAND_REGISTER_BEST_TIME_GOGO_FAGGIO,,,,,,LCS_SOURCE_ONLY
1641,COMMAND_LOCK_GARAGE,,,,,,LCS_SOURCE_ONLY
1642,COMMAND_IS_FINAL_GAME,,,,,,LCS_SOURCE_ONLY
1643,COMMAND_SET_ALLOWED_COLLISION,,,,,,LCS_SOURCE_ONLY
1644,COMMAND_REGISTER_GUARDIAN_ANGEL_LEVEL,,,,,,LCS_SOURCE_ONLY
1645,COMMAND_DISPLAY_ONSCREEN_TIMER_WITH_NUMBER_AND_2_STRINGS,,,,,,LCS_SOURCE_ONLY
1646,COMMAND_GET_PLAYER_STORED_WEAPON,,,,,,LCS_SOURCE_ONLY
1647,COMMAND_DISABLE_PAUSE_MENU,,,,,,LCS_SOURCE_ONLY
1648,COMMAND_IS_CHANNEL_PLAYING,,,,,,LCS_SOURCE_ONLY
1649,COMMAND_SET_CLOCK_EVENT_WARNING,,,,,,LCS_SOURCE_ONLY
1650,COMMAND_SET_EXTRA_COLOUR_LIGHT_DIRECTION,,,,,,LCS_SOURCE_ONLY
1651,COMMAND_SET_CHAR_CAN_BE_TARGETTED_BY_LEADER,,,,,,LCS_SOURCE_ONLY
1652,COMMAND_PRINT_HELP_NO_BRIEF,,,,,,LCS_SOURCE_ONLY
1653,COMMAND_PRINT_HELP_FOREVER_NO_BRIEF,,,,,,LCS_SOURCE_ONLY
1654,COMMAND_PRINT_HELP_ALWAYS_NO_BRIEF,,,,,,LCS_SOURCE_ONLY
1655,COMMAND_PRINT_HELP_FOREVER_ALWAYS_NO_BRIEF,,,,,,LCS_SOURCE_ONLY
1656,COMMAND_SET_CAR_IS_REWARD,,,,,,LCS_SOURCE_ONLY
1657,COMMAND_FREEZE_ALL_PLAYER_FOLLOWERS,,,,,,LCS_SOURCE_ONLY
