opcode,lcs_source_command,vcs_target,vcs_target_function,vcs_descriptor,vcs_local_offset,vcs_selector,status
162,COMMAND_IS_CHAR_STILL_ALIVE,0x00003fb0,FUN_00003fb0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
163,COMMAND_IS_CHAR_IN_AREA_2D,0x00004010,FUN_00004010,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
164,COMMAND_IS_CHAR_IN_AREA_3D,0x0032e004,FUN_0032e004,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
165,COMMAND_CREATE_CAR,0x001da7c4,FUN_001da7c4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
166,COMMAND_DELETE_CAR,0x002e0ea8,FUN_002e0ea8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
167,COMMAND_CAR_GOTO_COORDINATES,0x002e0f88,FUN_002e0f88,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
168,COMMAND_CAR_WANDER_RANDOMLY,0x002e0fd0,FUN_002e0fd0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
169,COMMAND_CAR_SET_IDLE,0x002e109c,FUN_002e109c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
170,COMMAND_GET_CAR_COORDINATES,0x002e1154,FUN_002e1154,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
171,COMMAND_SET_CAR_COORDINATES,0x002eff68,FUN_002eff68,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
172,COMMAND_IS_CAR_STILL_ALIVE,0x002f0010,FUN_002f0010,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
173,COMMAND_SET_CAR_CRUISE_SPEED,0x002f004c,FUN_002f004c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
174,COMMAND_SET_CAR_DRIVING_STYLE,0x002f00dc,FUN_002f00dc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
175,COMMAND_SET_CAR_MISSION,0x000d9494,FUN_000d9494,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
176,COMMAND_IS_CAR_IN_AREA_2D,0x0032404c,FUN_0032404c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
177,COMMAND_IS_CAR_IN_AREA_3D,0x000d9670,FUN_000d9670,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
178,COMMAND_SPECIAL_0,0x000d9764,FUN_000d9764,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
179,COMMAND_SPECIAL_1,0x0018b98c,FUN_0018b98c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
180,COMMAND_SPECIAL_2,0x0018b9f0,FUN_0018b9f0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
181,COMMAND_SPECIAL_3,0x0018ba74,FUN_0018ba74,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
182,COMMAND_SPECIAL_4,0x0018baf8,FUN_0018baf8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
183,COMMAND_SPECIAL_5,0x000d9858,FUN_000d9858,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
184,COMMAND_SPECIAL_6,0x0029a78c,FUN_0029a78c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
185,COMMAND_SPECIAL_7,0x0018bb1c,FUN_0018bb1c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
186,COMMAND_PRINT_BIG,0x0018bba0,FUN_0018bba0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
187,COMMAND_PRINT,0x00274ed8,FUN_00274ed8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
188,COMMAND_PRINT_NOW,0x00274f2c,FUN_00274f2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
189,COMMAND_PRINT_SOON,0x00274f90,FUN_00274f90,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
190,COMMAND_CLEAR_PRINTS,0x00274ff4,FUN_00274ff4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
191,COMMAND_GET_TIME_OF_DAY,0x00275148,FUN_00275148,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
192,COMMAND_SET_TIME_OF_DAY,0x002751ac,FUN_002751ac,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
193,COMMAND_GET_MINUTES_TO_TIME_OF_DAY,0x002752b8,FUN_002752b8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
194,COMMAND_IS_POINT_ON_SCREEN,0x002753c4,FUN_002753c4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
195,COMMAND_DEBUG_ON,0x002754d0,FUN_002754d0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
196,COMMAND_DEBUG_OFF,0x00275640,FUN_00275640,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
197,COMMAND_RETURN_TRUE,0x002756a4,FUN_002756a4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
198,COMMAND_RETURN_FALSE,0x0027581c,FUN_0027581c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
199,COMMAND_VAR_INT,0x00275994,FUN_00275994,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
200,COMMAND_VAR_FLOAT,0x0018bc64,FUN_0018bc64,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
201,COMMAND_LVAR_INT,0x0018bcc8,FUN_0018bcc8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
202,COMMAND_LVAR_FLOAT,0x0018bd58,FUN_0018bd58,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
203,COMMAND_LBRACKET,0x0017af4c,FUN_0017af4c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
204,COMMAND_RBRACKET,0x0017b000,FUN_0017b000,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
205,COMMAND_REPEAT,0x0017b0b4,FUN_0017b0b4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
206,COMMAND_ENDREPEAT,0x003241d0,FUN_003241d0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
207,COMMAND_IF,0x0032435c,FUN_0032435c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
208,COMMAND_IFNOT,0x002e1200,FUN_002e1200,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
209,COMMAND_ELSE,0x002e1310,FUN_002e1310,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
210,COMMAND_ENDIF,0x0020df14,FUN_0020df14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
211,COMMAND_WHILE,0x0020e024,FUN_0020e024,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
212,COMMAND_WHILENOT,0x00324410,FUN_00324410,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
213,COMMAND_ENDWHILE,0x0032454c,FUN_0032454c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
214,COMMAND_214,0x002b82c8,FUN_002b82c8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
215,COMMAND_215,0x003245a8,FUN_003245a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
216,COMMAND_216,0x002e1384,FUN_002e1384,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
217,COMMAND_217,0x00288c0c,FUN_00288c0c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
218,COMMAND_218,0x00288e4c,FUN_00288e4c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
219,COMMAND_ANDOR,0x00288f28,FUN_00288f28,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
220,COMMAND_LAUNCH_MISSION,0x002e1474,FUN_002e1474,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
221,COMMAND_MISSION_HAS_FINISHED,0x002e1560,FUN_002e1560,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
222,COMMAND_STORE_CAR_CHAR_IS_IN,0x002e15c0,FUN_002e15c0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
223,COMMAND_STORE_CAR_PLAYER_IS_IN,0x000040e4,FUN_000040e4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
224,COMMAND_IS_CHAR_IN_CAR,0x00004140,FUN_00004140,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
225,COMMAND_IS_PLAYER_IN_CAR,0x0000419c,FUN_0000419c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
226,COMMAND_IS_CHAR_IN_MODEL,0x00004270,FUN_00004270,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
227,COMMAND_IS_PLAYER_IN_MODEL,0x000043a4,FUN_000043a4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
228,COMMAND_IS_CHAR_IN_ANY_CAR,0x00004400,FUN_00004400,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
229,COMMAND_IS_PLAYER_IN_ANY_CAR,0x0000447c,FUN_0000447c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
230,COMMAND_IS_BUTTON_PRESSED,0x000044f8,FUN_000044f8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
231,COMMAND_GET_PAD_STATE,0x00004574,FUN_00004574,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
232,COMMAND_LOCATE_PLAYER_ANY_MEANS_2D,0x000045f0,FUN_000045f0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
233,COMMAND_LOCATE_PLAYER_ON_FOOT_2D,0x0000466c,FUN_0000466c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
234,COMMAND_LOCATE_PLAYER_IN_CAR_2D,0x000046e8,FUN_000046e8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
235,COMMAND_LOCATE_STOPPED_PLAYER_ANY_MEANS_2D,0x00004764,FUN_00004764,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
236,COMMAND_LOCATE_STOPPED_PLAYER_ON_FOOT_2D,0x000047e0,FUN_000047e0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
237,COMMAND_LOCATE_STOPPED_PLAYER_IN_CAR_2D,0x0000485c,FUN_0000485c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
238,COMMAND_LOCATE_PLAYER_ANY_MEANS_CHAR_2D,0x00004990,FUN_00004990,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
239,COMMAND_LOCATE_PLAYER_ON_FOOT_CHAR_2D,0x00004a30,FUN_00004a30,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
240,COMMAND_LOCATE_PLAYER_IN_CAR_CHAR_2D,0x00004ab8,FUN_00004ab8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
241,COMMAND_LOCATE_CHAR_ANY_MEANS_2D,0x00004b14,FUN_00004b14,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
242,COMMAND_LOCATE_CHAR_ON_FOOT_2D,0x00004b74,FUN_00004b74,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
243,COMMAND_LOCATE_CHAR_IN_CAR_2D,0x00004bf0,FUN_00004bf0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
244,COMMAND_LOCATE_STOPPED_CHAR_ANY_MEANS_2D,0x00004c6c,FUN_00004c6c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
245,COMMAND_LOCATE_STOPPED_CHAR_ON_FOOT_2D,0x00004ce8,FUN_00004ce8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
246,COMMAND_LOCATE_STOPPED_CHAR_IN_CAR_2D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
247,COMMAND_LOCATE_CHAR_ANY_MEANS_CHAR_2D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
248,COMMAND_LOCATE_CHAR_ON_FOOT_CHAR_2D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
249,COMMAND_LOCATE_CHAR_IN_CAR_CHAR_2D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
250,COMMAND_LOCATE_PLAYER_ANY_MEANS_3D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
251,COMMAND_LOCATE_PLAYER_ON_FOOT_3D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
252,COMMAND_LOCATE_PLAYER_IN_CAR_3D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
253,COMMAND_LOCATE_STOPPED_PLAYER_ANY_MEANS_3D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
254,COMMAND_LOCATE_STOPPED_PLAYER_ON_FOOT_3D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
255,COMMAND_LOCATE_STOPPED_PLAYER_IN_CAR_3D,0x00324698,FUN_00324698,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
256,COMMAND_LOCATE_PLAYER_ANY_MEANS_CHAR_3D,0x002e1604,FUN_002e1604,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
257,COMMAND_LOCATE_PLAYER_ON_FOOT_CHAR_3D,0x002e1604,FUN_002e1604,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
258,COMMAND_LOCATE_PLAYER_IN_CAR_CHAR_3D,0x0020db6c,FUN_0020db6c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
259,COMMAND_LOCATE_CHAR_ANY_MEANS_3D,0x0020db6c,FUN_0020db6c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
260,COMMAND_LOCATE_CHAR_ON_FOOT_3D,0x0020db6c,FUN_0020db6c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
261,COMMAND_LOCATE_CHAR_IN_CAR_3D,0x0020db6c,FUN_0020db6c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
262,COMMAND_LOCATE_STOPPED_CHAR_ANY_MEANS_3D,0x003246b8,FUN_003246b8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
263,COMMAND_LOCATE_STOPPED_CHAR_ON_FOOT_3D,0x001da8a4,FUN_001da8a4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
264,COMMAND_LOCATE_STOPPED_CHAR_IN_CAR_3D,0x00283c74,FUN_00283c74,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
265,COMMAND_LOCATE_CHAR_ANY_MEANS_CHAR_3D,0x00283cb8,FUN_00283cb8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
266,COMMAND_LOCATE_CHAR_ON_FOOT_CHAR_3D,0x00283cfc,FUN_00283cfc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
267,COMMAND_LOCATE_CHAR_IN_CAR_CHAR_3D,0x00324890,FUN_00324890,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
268,COMMAND_CREATE_OBJECT,0x0020e0c0,FUN_0020e0c0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
269,COMMAND_DELETE_OBJECT,0x0020e158,FUN_0020e158,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
270,COMMAND_ADD_SCORE,0x002f0118,FUN_002f0118,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
271,COMMAND_IS_SCORE_GREATER,0x0032499c,FUN_0032499c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
272,COMMAND_STORE_SCORE,0x001daa64,FUN_001daa64,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
273,COMMAND_GIVE_REMOTE_CONTROLLED_CAR_TO_PLAYER,0x002e1624,FUN_002e1624,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
274,COMMAND_ALTER_WANTED_LEVEL,0x00324ae4,FUN_00324ae4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
275,COMMAND_ALTER_WANTED_LEVEL_NO_DROP,0x002e1700,FUN_002e1700,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
276,COMMAND_IS_WANTED_LEVEL_GREATER,0x0020e25c,FUN_0020e25c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
277,COMMAND_CLEAR_WANTED_LEVEL,0x00324b70,FUN_00324b70,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
278,COMMAND_SET_DEATHARREST_STATE,0x002e177c,FUN_002e177c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
279,COMMAND_HAS_DEATHARREST_BEEN_EXECUTED,0x0020e2d8,FUN_0020e2d8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
280,COMMAND_ADD_AMMO_TO_PLAYER,0x0032e444,FUN_0032e444,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
281,COMMAND_ADD_AMMO_TO_CHAR,0x00324bec,FUN_00324bec,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
282,COMMAND_ADD_AMMO_TO_CAR,0x00324c58,FUN_00324c58,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
283,COMMAND_IS_PLAYER_STILL_ALIVE,0x00004d88,FUN_00004d88,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
284,COMMAND_IS_PLAYER_DEAD,0x00324ca0,FUN_00324ca0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
285,COMMAND_IS_CHAR_DEAD,0x002eb79c,FUN_002eb79c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
286,COMMAND_IS_CAR_DEAD,0x002eb8a4,FUN_002eb8a4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
287,COMMAND_SET_CHAR_THREAT_SEARCH,0x002eb9a8,FUN_002eb9a8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
288,COMMAND_SET_CHAR_THREAT_REACTION,0x002ebab4,FUN_002ebab4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
289,COMMAND_SET_CHAR_OBJ_NO_OBJ,0x0028e364,FUN_0028e364,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
290,COMMAND_ORDER_DRIVER_OUT_OF_CAR,0x0028e434,FUN_0028e434,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
291,COMMAND_ORDER_CHAR_TO_DRIVE_CAR,0x002e17e4,FUN_002e17e4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
292,COMMAND_ADD_PATROL_POINT,0x002e1858,FUN_002e1858,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
293,COMMAND_IS_PLAYER_IN_GANGZONE,0x002e18c8,FUN_002e18c8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
294,COMMAND_IS_PLAYER_IN_ZONE,0x002e1904,FUN_002e1904,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
295,COMMAND_IS_PLAYER_PRESSING_HORN,0x00324d0c,FUN_00324d0c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
296,COMMAND_HAS_CHAR_SPOTTED_PLAYER,0x001daae0,FUN_001daae0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
297,COMMAND_HAS_PAD_IN_HANDS,,,,,,LCS_SOURCE_ONLY
298,COMMAND_ORDER_CHAR_TO_BACKDOOR,,,,,,LCS_SOURCE_ONLY
299,COMMAND_ADD_CHAR_TO_GANG,,,,,,LCS_SOURCE_ONLY
300,COMMAND_IS_CHAR_OBJECTIVE_PASSED,0x002e1a10,FUN_002e1a10,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
301,COMMAND_SET_CHAR_DRIVE_AGGRESSION,0x002e1ae0,FUN_002e1ae0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
302,COMMAND_SET_CHAR_MAX_DRIVESPEED,0x001dab1c,FUN_001dab1c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
303,COMMAND_CREATE_CHAR_INSIDE_CAR,0x0029c55c,FUN_0029c55c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
304,COMMAND_WARP_PLAYER_FROM_CAR_TO_COORD,0x0029c66c,FUN_0029c66c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
305,COMMAND_MAKE_CHAR_DO_NOTHING,0x000001fc,FUN_000001fc,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
306,COMMAND_SET_CHAR_INVINCIBLE,0x0020db8c,FUN_0020db8c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
307,COMMAND_SET_PLAYER_INVINCIBLE,0x0020db8c,FUN_0020db8c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
308,COMMAND_SET_CHAR_GRAPHIC_TYPE,0x0020db8c,FUN_0020db8c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
309,COMMAND_SET_PLAYER_GRAPHIC_TYPE,0x0020db8c,FUN_0020db8c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
310,COMMAND_HAS_PLAYER_BEEN_ARRESTED,0x0020db8c,FUN_0020db8c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
311,COMMAND_STOP_CHAR_DRIVING,0x0020db8c,FUN_0020db8c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
312,COMMAND_KILL_CHAR,0x00000268,FUN_00000268,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
313,COMMAND_SET_FAVOURITE_CAR_MODEL_FOR_CHAR,0x00000300,FUN_00000300,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
314,COMMAND_SET_CHAR_OCCUPATION,0x002e1bd8,FUN_002e1bd8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
315,COMMAND_CHANGE_CAR_LOCK,0x002e1c2c,FUN_002e1c2c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
316,COMMAND_SHAKE_CAM_WITH_POINT,0x0007f50c,FUN_0007f50c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
317,COMMAND_IS_CAR_MODEL,0x002e1c98,FUN_002e1c98,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
318,COMMAND_IS_CAR_REMAP,0x00324d5c,FUN_00324d5c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
319,COMMAND_HAS_CAR_JUST_SUNK,0x001ddcd0,FUN_001ddcd0,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
320,COMMAND_SET_CAR_NO_COLLIDE,0x001dde20,FUN_001dde20,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
321,COMMAND_IS_CAR_DEAD_IN_AREA_2D,0x001ddee8,FUN_001ddee8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
322,COMMAND_IS_CAR_DEAD_IN_AREA_3D,0x0007f588,FUN_0007f588,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
323,COMMAND_IS_TRAILER_ATTACHED,0x002ebbb8,FUN_002ebbb8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
324,COMMAND_IS_CAR_ON_TRAILER,0x002ebca4,FUN_002ebca4,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
325,COMMAND_HAS_CAR_GOT_WEAPON,0x001d3f3c,FUN_001d3f3c,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
326,COMMAND_PARK,0x001d3fd8,FUN_001d3fd8,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
327,COMMAND_HAS_PARK_FINISHED,0x001d4060,FUN_001d4060,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
328,COMMAND_KILL_ALL_PASSENGERS,0x001d4130,FUN_001d4130,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
329,COMMAND_SET_CAR_BULLETPROOF,0x002e1d88,FUN_002e1d88,0x00000000,0,0,NUMERIC_SLOT_PRESENT_BOTH_UNVERIFIED
